T;pressure;atom_n;n0;n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n22;n23;n24;n25;n26;n27;n28;n29;n30;n31;n32;n33;n34;n35;n36;n37;n38;n39;n40;n41;n42;n43;n44;n45;n46;n47;thermal_conductivity;shear_viscosity;bulk_viscosity
120;177319;7.49183e+25;3.21078e+25;2.36873e+13;24.6453;3.61743e-11;7.49328e-23;2.1915e-34;9.05371e-46;5.28666e-57;4.366e-68;5.10324e-79;8.44905e-90;1.98308e-100;6.60455e-111;3.12426e-121;2.10142e-131;2.01202e-141;2.74551e-151;5.34612e-161;1.4875e-170;5.92229e-180;3.37892e-189;2.76688e-198;3.25709e-207;5.52109e-216;1.35001e-224;4.7704e-233;2.44062e-241;1.81144e-249;1.95437e-257;3.07156e-265;7.04724e-273;2.36569e-280;1.16461e-287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0203498;1.12009e-05;1.24688e-06
125;177319;7.19215e+25;3.08235e+25;6.95137e+13;218.073;9.51919e-10;5.7839e-21;4.8938e-32;5.76885e-43;9.47959e-54;2.17278e-64;6.95133e-75;3.1065e-85;1.94081e-95;1.69662e-105;2.07727e-115;3.56573e-125;8.59058e-135;2.90813e-144;1.38501e-153;9.29168e-163;8.79278e-172;1.17534e-180;2.22253e-189;5.95459e-198;2.26401e-206;1.22365e-214;9.41777e-223;1.03404e-230;1.62271e-238;3.64672e-246;1.17598e-253;5.45298e-261;3.64364e-268;3.51615e-275;4.91152e-282;9.95438e-289;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0207882;1.14318e-05;1.32106e-06
130;177319;6.91553e+25;2.9638e+25;1.87496e+14;1629.16;1.94485e-08;3.19084e-19;7.19779e-30;2.23342e-40;9.53788e-51;5.6092e-61;4.54574e-71;5.08015e-81;7.83539e-91;1.66926e-100;4.91663e-110;2.00407e-119;1.13166e-128;8.86243e-138;9.63686e-147;1.4568e-155;3.06554e-164;8.99185e-173;3.68168e-181;2.10738e-189;1.68894e-197;1.8983e-205;2.99723e-213;6.65947e-221;2.08597e-228;9.22864e-236;5.7779e-243;5.12946e-250;6.47052e-257;1.16224e-263;2.97915e-270;1.09222e-276;5.74051e-283;4.33562e-289;0;0;0;0;0;0;0;0;0;0;0;0.0212176;1.16582e-05;1.39604e-06
135;177319;6.6594e+25;2.85403e+25;4.69217e+14;10471.6;3.17317e-07;1.30604e-17;7.30422e-28;5.55315e-38;5.74217e-48;8.08043e-58;1.54842e-67;4.04338e-77;1.43989e-86;6.99839e-96;4.6466e-105;4.21842e-114;5.24176e-123;8.92444e-132;2.08425e-140;6.68497e-149;2.94831e-157;1.79036e-165;1.49898e-173;1.73286e-181;2.77008e-189;6.1328e-197;1.88349e-204;8.03782e-212;4.77461e-219;3.95498e-226;4.57686e-233;7.41384e-240;1.68436e-246;5.37811e-253;2.41849e-259;1.53505e-265;1.37827e-271;1.75458e-277;3.1744e-283;8.18191e-289;0;0;0;0;0;0;0;0;0;0.0216384;1.18803e-05;1.47174e-06
140;177319;6.42157e+25;2.7521e+25;1.09831e+15;58853.2;4.23557e-06;4.09532e-16;5.32183e-26;9.29866e-36;2.18565e-45;6.91487e-55;2.94642e-64;1.69202e-73;1.31048e-82;1.37e-91;1.93481e-100;3.69471e-109;9.54922e-118;3.34385e-126;1.58814e-134;1.02421e-142;8.97997e-151;1.07175e-158;1.74349e-166;3.87125e-174;1.17495e-181;4.8817e-189;2.78091e-196;2.17555e-203;2.34125e-210;3.47197e-217;7.10777e-224;2.01246e-230;7.8957e-237;4.3011e-243;3.25969e-249;3.44422e-255;5.08462e-261;1.05109e-266;3.04942e-272;1.24453e-277;7.16214e-283;5.82627e-288;7.21117e-293;0;0;0;0;0;0;0.0220512;1.20983e-05;1.54812e-06
145;177319;6.20013e+25;2.6572e+25;2.42141e+15;293282;4.7226e-05;1.01132e-14;2.88115e-24;1.09244e-33;5.51551e-43;3.70994e-52;3.32658e-61;3.97887e-70;6.35271e-79;1.35496e-87;3.86385e-96;1.47441e-104;7.53584e-113;5.164e-121;4.74941e-129;5.86912e-137;9.7564e-145;2.18434e-152;6.5951e-160;2.68888e-167;1.48243e-174;1.10677e-181;1.12068e-188;1.54141e-195;2.88454e-202;7.3567e-209;2.56148e-215;1.21977e-221;7.95884e-228;7.12905e-234;8.7837e-240;1.49164e-245;3.4986e-251;1.13578e-256;5.1147e-262;3.20217e-267;2.79363e-272;3.40425e-277;5.80837e-282;1.39105e-286;4.68188e-291;0;0;0;0;0.0224563;1.23125e-05;1.62513e-06
150;177319;5.99346e+25;2.56863e+25;5.05853e+15;1.3116e+06;0.00044785;2.01442e-13;1.194e-22;9.32983e-32;9.61517e-41;1.30761e-49;2.34795e-58;5.57004e-67;1.74697e-75;7.24914e-84;3.983e-92;2.90017e-100;2.80103e-108;3.59179e-116;6.12129e-124;1.38796e-131;4.19184e-139;1.68824e-146;9.07831e-154;6.52643e-161;6.28104e-168;8.10366e-175;1.40364e-181;3.26898e-188;1.02526e-194;4.33729e-201;2.47913e-207;1.91791e-213;2.01177e-219;2.86652e-225;5.55877e-231;1.46994e-236;5.31116e-242;2.62751e-247;1.78354e-252;1.66477e-257;2.14151e-262;3.80521e-267;9.36145e-272;3.19635e-276;1.51837e-280;1.006e-284;9.32031e-289;1.20302e-292;0;0.0228543;1.25229e-05;1.70273e-06
155;177319;5.80012e+25;2.48577e+25;1.00663e+16;5.3196e+06;0.00366934;3.30461e-12;3.8871e-21;5.9741e-30;1.20021e-38;3.15351e-47;1.08424e-55;4.88108e-64;2.87906e-72;2.22659e-80;2.25953e-88;3.0112e-96;5.27456e-104;1.21552e-111;3.68883e-119;1.47577e-126;7.79157e-134;5.43504e-141;5.015e-148;6.12875e-155;9.93278e-162;2.13775e-168;6.11847e-175;2.33218e-181;1.1857e-187;8.05306e-194;7.31857e-200;8.91454e-206;1.45791e-211;3.20696e-217;9.50578e-223;3.80394e-228;2.05909e-233;1.5107e-238;1.50535e-243;2.04156e-248;3.77653e-253;9.54965e-258;3.30849e-262;1.57409e-266;1.03089e-270;9.31604e-275;1.16457e-278;2.0189e-282;4.86632e-286;0.0232454;1.273e-05;1.78088e-06
160;177319;5.61887e+25;2.40809e+25;1.9169e+16;1.97476e+07;0.0263338;4.54693e-11;1.01688e-19;2.94669e-28;1.10688e-36;5.39234e-45;3.40878e-53;2.79782e-61;2.98345e-69;4.13615e-77;7.46061e-85;1.75226e-92;5.36338e-100;2.14132e-107;1.1162e-114;7.60426e-122;6.77769e-129;7.9122e-136;1.21118e-142;2.43409e-149;6.43032e-156;2.23597e-162;1.02478e-168;6.19926e-175;4.95716e-181;5.24771e-187;7.36602e-193;1.37318e-198;3.40552e-204;1.12551e-209;4.96587e-215;2.93036e-220;2.31709e-225;2.4598e-230;3.51282e-235;6.76233e-240;1.75844e-244;6.18989e-249;2.95605e-253;1.91951e-257;1.6987e-261;2.05359e-265;3.39953e-269;7.72503e-273;2.41571e-276;0.02363;1.29336e-05;1.85953e-06
165;177319;5.4486e+25;2.33511e+25;3.50724e+16;6.7642e+07;0.167554;5.3321e-10;2.18064e-18;1.1465e-26;7.75265e-35;6.74553e-43;7.5561e-51;1.09029e-58;2.02778e-66;4.86432e-74;1.50613e-81;6.02385e-89;3.11469e-96;2.08383e-103;1.80559e-110;2.02818e-117;2.95642e-124;5.59843e-131;1.37878e-137;4.42138e-144;1.84838e-150;1.00866e-156;7.1944e-163;6.71641e-169;8.21847e-175;1.32007e-180;2.7875e-186;7.75054e-192;2.84218e-197;1.3769e-202;8.82742e-208;7.50267e-213;8.46921e-218;1.27212e-222;2.54748e-227;6.8147e-232;2.44015e-236;1.17199e-240;7.56645e-245;6.5806e-249;7.72704e-253;1.22779e-256;2.64611e-260;7.75352e-264;3.09637e-267;0.0240085;1.31342e-05;1.93864e-06
170;177319;5.28835e+25;2.26644e+25;6.18744e+16;2.15317e+08;0.955291;5.40503e-09;3.90121e-17;3.59332e-25;4.22536e-33;6.34601e-41;1.21794e-48;2.9887e-56;9.38272e-64;3.77093e-71;1.94154e-78;1.28158e-85;1.08541e-92;1.18048e-99;1.65017e-106;2.96764e-113;6.8729e-120;2.05195e-126;7.90614e-133;3.93575e-139;2.53437e-145;2.11364e-151;2.28596e-157;3.2104e-163;5.86281e-169;1.39421e-174;4.32385e-180;1.75144e-185;9.28087e-191;6.444e-196;5.87251e-201;7.03626e-206;1.1104e-210;2.31221e-215;6.365e-220;2.32073e-224;1.12295e-228;7.22574e-233;6.19564e-237;7.09399e-241;1.08701e-244;2.23396e-248;6.17161e-252;2.29723e-255;1.15483e-258;0.0243811;1.33317e-05;2.0182e-06
175;177319;5.13725e+25;2.20168e+25;1.05585e+17;6.40972e+08;4.92666;4.79571e-08;5.91387e-16;9.24186e-24;1.831e-31;4.60098e-39;1.46709e-46;5.93945e-54;3.0547e-61;1.9971e-68;1.66086e-75;1.75828e-82;2.37136e-89;4.07774e-96;8.94814e-103;2.50804e-109;8.98758e-116;4.1219e-122;2.42191e-128;1.82517e-134;1.76619e-140;2.19725e-146;3.51862e-152;7.26238e-158;1.93455e-163;6.66014e-169;2.96763e-174;1.71398e-179;1.2851e-184;1.25281e-189;1.59061e-194;2.63449e-199;5.70203e-204;1.6156e-208;6.00339e-213;2.93108e-217;1.8839e-221;1.59711e-225;1.78951e-229;2.65548e-233;5.22969e-237;1.36983e-240;4.78261e-244;2.23074e-247;1.39319e-250;0.0247481;1.35263e-05;2.09815e-06
180;177319;4.99455e+25;2.14052e+25;1.74766e+17;1.79447e+09;23.1764;3.76612e-07;7.70205e-15;1.98303e-22;6.43033e-30;2.62725e-37;1.35314e-44;8.78991e-52;7.20564e-59;7.45889e-66;9.75613e-73;1.61357e-79;3.37702e-86;8.95079e-93;3.00703e-99;1.28159e-105;6.93595e-112;4.77124e-118;4.17612e-124;4.65585e-130;6.61905e-136;1.20135e-141;2.78708e-147;8.27522e-153;3.14868e-158;1.53739e-163;9.64609e-169;7.78858e-174;8.10497e-179;1.08867e-183;1.89053e-188;4.25127e-193;1.24001e-197;4.69954e-202;2.31831e-206;1.49129e-210;1.25325e-214;1.37854e-218;1.98863e-222;3.76976e-226;9.40985e-230;3.09932e-233;1.34988e-236;7.79133e-240;5.9729e-243;0.0251097;1.37182e-05;2.17848e-06
185;177319;4.85956e+25;2.08267e+25;2.81289e+17;4.74831e+09;100.199;2.64379e-06;8.72486e-14;3.60245e-21;1.8617e-28;1.20468e-35;9.76544e-43;9.9217e-50;1.26414e-56;2.02107e-63;4.05716e-70;1.02333e-76;3.24551e-83;1.29526e-89;6.51029e-96;4.12463e-102;3.29693e-108;3.32804e-114;4.24674e-120;6.85753e-126;1.4028e-131;3.63946e-137;1.19895e-142;5.02134e-148;2.67698e-153;1.81907e-158;1.5777e-163;1.74895e-168;2.48163e-173;4.51394e-178;1.05414e-182;3.16561e-187;1.22443e-191;6.11027e-196;3.94075e-200;3.29047e-204;3.56353e-208;5.01477e-212;9.18745e-216;2.19561e-219;6.85796e-223;2.80541e-226;1.50612e-229;1.06343e-232;9.89655e-236;0.0254661;1.39074e-05;2.25916e-06
190;177319;4.73168e+25;2.02786e+25;4.41227e+17;1.19286e+10;400.779;1.67382e-05;8.69201e-13;5.6141e-20;4.51176e-27;4.51331e-34;5.62243e-41;8.72664e-48;1.68849e-54;4.07505e-61;1.22749e-67;4.61797e-74;2.17138e-80;1.27704e-86;9.40163e-93;8.6716e-99;1.00295e-104;1.45594e-110;2.65534e-116;6.09046e-122;1.75871e-127;6.40079e-133;2.93945e-138;1.70534e-143;1.25143e-148;1.16307e-153;1.37083e-158;2.05182e-163;3.90552e-168;9.46758e-173;2.92731e-177;1.15621e-181;5.84298e-186;3.78414e-190;3.14602e-194;3.36329e-198;4.63168e-202;8.2313e-206;1.89128e-209;5.62889e-213;2.17425e-216;1.09213e-219;7.14815e-223;6.10896e-226;6.83142e-229;0.0258177;1.40941e-05;2.34015e-06
195;177319;4.61035e+25;1.97587e+25;6.75853e+17;2.8565e+10;1492.04;9.63374e-05;7.69115e-12;7.59461e-19;9.27882e-26;1.40322e-32;2.62781e-39;6.09691e-46;1.75347e-52;6.25472e-59;2.76887e-65;1.52218e-71;1.03992e-77;8.83541e-84;9.34291e-90;1.23062e-95;2.02083e-101;4.14086e-107;1.0598e-112;3.3912e-118;1.35811e-123;6.81451e-129;4.28883e-134;3.38962e-139;3.36819e-144;4.21325e-149;6.64311e-154;1.32202e-158;3.3252e-163;1.05858e-167;4.27156e-172;2.18808e-176;1.42503e-180;1.18184e-184;1.25019e-188;1.68965e-192;2.92262e-196;6.48132e-200;1.84608e-203;6.76608e-207;3.19697e-210;1.95116e-213;1.54119e-216;1.57871e-219;2.10148e-222;0.0261645;1.42784e-05;2.42144e-06
200;177319;4.4951e+25;1.92647e+25;1.01276e+18;6.5439e+10;5197.99;0.00050769;6.09874e-11;9.01346e-18;1.63947e-24;3.67152e-31;1.01275e-37;3.44255e-44;1.44278e-50;7.45936e-57;4.76041e-63;3.75235e-69;3.65574e-75;4.40524e-81;6.57081e-87;1.21414e-92;2.78157e-98;7.90792e-104;2.79248e-109;1.22601e-114;6.69901e-120;4.56034e-125;3.87194e-130;4.10484e-135;5.44015e-140;9.02402e-145;1.8759e-149;4.89336e-154;1.60388e-158;6.61459e-163;3.43733e-167;2.25404e-171;1.86801e-175;1.95949e-179;2.60585e-183;4.40049e-187;9.45207e-191;2.58685e-194;9.03637e-198;4.03624e-201;2.3095e-204;1.69603e-207;1.60162e-210;1.9487e-213;3.06098e-216;0.0265067;1.44603e-05;2.50299e-06
205;177319;4.38546e+25;1.87948e+25;1.48704e+18;1.43884e+11;17028.8;0.00246563;4.36876e-10;9.47553e-17;2.51658e-23;8.18737e-30;3.26427e-36;1.59564e-42;9.56768e-49;7.04105e-55;6.36325e-61;7.06644e-67;9.64917e-73;1.62125e-78;3.35433e-84;8.55253e-90;2.68952e-95;1.04405e-100;5.00756e-106;2.9703e-111;2.18108e-116;1.98464e-121;2.24026e-126;3.1405e-131;5.4737e-136;1.18757e-140;3.21123e-145;1.08358e-149;4.56881e-154;2.41034e-158;1.59327e-162;1.32148e-166;1.3773e-170;1.80655e-174;2.98673e-178;6.2339e-182;1.64531e-185;5.50032e-189;2.33304e-192;1.25781e-195;8.63455e-199;7.56131e-202;8.4625e-205;1.21277e-207;2.22988e-210;0.0268446;1.46399e-05;2.5848e-06
210;177319;4.28104e+25;1.83473e+25;2.14263e+18;3.0454e+11;52691.2;0.0111;2.84776e-09;8.90042e-16;3.38988e-22;1.57393e-28;8.91236e-35;6.15743e-41;5.193e-47;5.34905e-53;6.73321e-59;1.03638e-64;1.95183e-70;4.50085e-76;1.27171e-81;4.40612e-87;1.87347e-92;9.7842e-98;6.28168e-103;4.96247e-108;4.82847e-113;5.79221e-118;8.57541e-123;1.56859e-127;3.54891e-132;9.94291e-137;3.45371e-141;1.48919e-145;7.981e-150;5.32332e-154;4.42501e-158;4.59047e-162;5.95163e-166;9.65804e-170;1.9646e-173;5.01727e-177;1.61123e-180;6.51714e-184;3.32574e-187;2.14485e-190;1.75122e-193;1.81342e-196;2.38597e-199;3.99624e-202;8.53662e-205;0.0271783;1.48174e-05;2.66684e-06
215;177319;4.18148e+25;1.79206e+25;3.03355e+18;6.2214e+11;154609;0.0465678;1.70037e-08;7.52887e-15;4.04379e-21;2.63556e-27;2.08526e-33;2.00371e-39;2.33943e-45;3.32051e-51;5.73271e-57;1.20458e-62;3.08248e-68;9.61278e-74;3.65584e-79;1.69684e-84;9.61937e-90;6.666e-95;5.65159e-100;5.86749e-105;7.46654e-110;1.16572e-114;2.23523e-119;5.26935e-124;1.52889e-128;5.46598e-133;2.4107e-137;1.31318e-141;8.84621e-146;7.37897e-150;7.63163e-154;9.79971e-158;1.56456e-161;3.11013e-165;7.70932e-169;2.3865e-172;9.24045e-176;4.4823e-179;2.72832e-182;2.08737e-185;2.01076e-188;2.44305e-191;3.75055e-194;7.28853e-197;1.79629e-199;0.027508;1.49927e-05;2.74908e-06
220;177319;4.08645e+25;1.75134e+25;4.22535e+18;1.2297e+12;431772;0.182941;9.3557e-08;5.77655e-14;4.30751e-20;3.88061e-26;4.22534e-32;5.56282e-38;8.85938e-44;1.70767e-49;3.98598e-55;1.12731e-60;3.86544e-66;1.608e-71;8.12087e-77;4.98273e-82;3.71717e-87;3.37433e-92;3.73043e-97;5.02698e-102;8.26478e-107;1.65938e-111;4.07272e-116;1.22318e-120;4.5002e-125;2.03042e-129;1.12473e-133;7.65839e-138;6.41767e-142;6.62697e-146;8.44332e-150;1.32908e-153;2.58833e-157;6.24503e-161;1.86948e-164;6.95382e-168;3.21885e-171;1.85708e-174;1.33754e-177;1.20459e-180;1.35878e-183;1.92301e-186;3.42054e-189;7.6606e-192;2.1641e-194;0.0278337;1.5166e-05;2.83152e-06
