T;pressure;atom_n;n0;n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n22;n23;n24;n25;n26;n27;n28;n29;n30;n31;n32;n33;n34;n35;n36;n37;n38;n39;n40;n41;n42;n43;n44;n45;n46;n47;thermal_conductivity;shear_viscosity;bulk_viscosity
5;177319;7.70588e+26;1.79804e+27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00189191;2.55387e-06;1.10044e-08
10;177319;3.85294e+26;8.99019e+26;2.3368e-119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0038828;3.61172e-06;3.95853e-08
15;177319;2.56863e+26;5.99346e+26;5.25911e-71;7.22219e-167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00539752;4.42344e-06;8.21403e-08
20;177319;1.92647e+26;4.4951e+26;7.24711e-47;9.19353e-119;9.19336e-190;7.18994e-260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00662901;5.10775e-06;1.36428e-07
25;177319;1.54118e+26;3.59608e+26;2.09783e-32;6.37417e-90;1.01022e-146;8.36607e-203;3.62786e-258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0076842;5.71063e-06;2.00896e-07
30;177319;1.28431e+26;2.99673e+26;8.87698e-23;1.04026e-70;4.82841e-118;8.88979e-165;6.50378e-211;1.89457e-256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00861977;6.25569e-06;2.74364e-07
35;177319;1.10084e+26;2.56863e+26;6.51545e-16;5.37187e-57;1.44109e-97;1.25949e-137;3.5916e-177;3.34754e-216;1.02181e-254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00946841;6.75691e-06;3.55887e-07
40;177319;9.63235e+25;2.24755e+26;9.02448e-11;1.01644e-46;3.21423e-82;2.85688e-117;7.14657e-152;5.03914e-186;1.00327e-219;5.65103e-253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0102506;7.22344e-06;4.44673e-07
45;177319;8.56209e+25;1.99782e+26;8.87772e-07;9.8678e-39;2.74575e-70;1.91449e-101;3.3489e-132;1.47163e-162;1.62708e-192;4.53403e-222;3.19044e-251;5.63716e-280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0109798;7.66162e-06;5.4005e-07
50;177319;7.70588e+25;1.79804e+26;0.00137331;2.39385e-32;9.53e-61;8.67252e-89;1.80597e-116;8.61622e-144;9.4312e-171;2.37211e-197;1.37329e-223;1.83346e-249;5.65652e-275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0116657;8.07606e-06;6.41431e-07
55;177319;7.00534e+25;1.63458e+26;0.553834;3.97311e-27;6.03874e-53;1.94615e-78;1.33117e-103;1.93466e-128;5.9818e-153;3.9403e-177;5.53827e-201;1.66383e-224;1.07039e-247;1.47757e-270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0123153;8.47024e-06;7.48305e-07
60;177319;6.42157e+25;1.49837e+26;81.5505;8.82806e-23;1.90194e-46;8.16093e-70;6.98034e-93;1.19138e-115;4.06217e-138;2.77054e-160;3.78519e-182;1.03756e-203;5.71579e-225;6.3399e-246;1.4187e-266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0129338;8.84688e-06;8.60216e-07
65;177319;5.9276e+25;1.38311e+26;5535.29;4.17912e-19;5.95563e-41;1.60313e-62;8.15749e-84;7.85417e-105;1.43239e-125;4.95404e-146;3.25362e-166;4.06361e-186;9.66671e-206;4.3874e-225;3.80621e-244;6.32388e-263;2.01645e-281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0135253;9.20812e-06;9.76759e-07
