T;pressure;atom_n;n0;n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n22;n23;n24;n25;n26;n27;n28;n29;n30;n31;n32;n33;n34;n35;n36;n37;n38;n39;n40;n41;n42;n43;n44;n45;n46;n47;thermal_conductivity;shear_viscosity;bulk_viscosity
55;101325;6.67176e+25;6.67176e+25;0.226055;1.62168e-27;2.46479e-53;7.94346e-79;5.43336e-104;7.89657e-129;2.44155e-153;1.60829e-177;2.26052e-201;6.79114e-225;4.36895e-248;6.03091e-271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0127062;8.04533e-06;5.93771e-07
60;101325;6.11578e+25;6.11578e+25;33.2859;3.60329e-23;7.76301e-47;3.33099e-70;2.84912e-93;4.86276e-116;1.65803e-138;1.13083e-160;1.54498e-182;4.23492e-204;2.33297e-225;2.58771e-246;5.79062e-267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0133468;8.40307e-06;6.80963e-07
65;101325;5.64533e+25;5.64533e+25;2259.3;1.70576e-19;2.43087e-41;6.54338e-63;3.32959e-84;3.20578e-105;5.8465e-126;2.02206e-146;1.32801e-166;1.65861e-186;3.9456e-206;1.79078e-225;1.55355e-244;2.58118e-263;8.23041e-282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0139585;8.74619e-06;7.71632e-07
70;101325;5.24209e+25;5.24209e+25;83488.5;2.39727e-16;1.24165e-36;1.16079e-56;1.96019e-76;5.98436e-96;3.30628e-115;3.30936e-134;6.00849e-153;1.98146e-171;1.18861e-189;1.29902e-207;2.59092e-225;9.44796e-243;6.31121e-260;7.73873e-277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0145448;9.07635e-06;8.65501e-07
75;101325;4.89262e+25;4.89262e+25;1.89753e+06;1.27567e-13;1.48732e-32;3.00912e-51;1.05718e-69;6.45486e-88;6.85573e-106;1.26794e-123;4.08807e-141;2.30068e-158;2.26312e-175;3.89684e-192;1.17641e-208;6.23715e-225;5.81803e-241;9.5667e-257;2.7786e-272;1.35763e-287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0151086;9.39492e-06;9.62321e-07
80;101325;4.58683e+25;4.58683e+25;2.90649e+07;3.0846e-11;5.48525e-29;1.63533e-46;8.17913e-64;6.8681e-81;9.69099e-98;2.29997e-114;9.19106e-131;6.19168e-147;7.04055e-163;1.3532e-178;4.40269e-194;2.42866e-209;2.27533e-224;3.62687e-239;9.85494e-254;4.57385e-268;3.63355e-282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0156523;9.70303e-06;1.06187e-06
85;101325;4.31702e+25;4.31702e+25;3.21751e+08;3.89631e-09;7.66953e-26;2.45524e-42;1.27908e-58;1.08515e-74;1.50046e-90;3.38453e-106;1.24667e-121;7.50693e-137;7.39869e-152;1.19507e-166;3.16802e-181;1.38035e-195;9.90113e-210;1.17115e-223;2.28851e-237;7.4015e-251;3.96989e-264;3.5386e-277;9.37139e-290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016178;1.00017e-05;1.16393e-06
90;101325;4.07718e+25;4.07718e+25;2.7179e+09;2.86545e-07;4.77983e-23;1.26214e-38;5.27877e-54;3.4993e-69;3.67949e-84;6.14221e-99;1.62932e-113;6.87527e-128;4.62026e-142;4.95074e-156;8.46985e-170;2.31685e-183;1.01482e-196;7.12925e-210;8.04631e-223;1.46158e-235;4.28087e-248;2.02574e-260;1.55191e-272;1.92894e-284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0166873;1.02916e-05;1.26834e-06
95;101325;3.8626e+25;3.8626e+25;1.82863e+10;1.33654e-05;1.50874e-20;2.6316e-35;7.09648e-50;2.96048e-64;1.91203e-78;1.91334e-92;2.96927e-106;7.15314e-120;2.67794e-133;1.55979e-146;1.41528e-159;2.00311e-172;4.42868e-185;1.53183e-197;8.3025e-210;7.06319e-222;9.4484e-234;1.99109e-245;6.62283e-257;3.4842e-268;2.9053e-279;4.12845e-290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0171817;1.05736e-05;1.3749e-06
100;101325;3.66947e+25;3.66947e+25;1.01412e+11;0.000423401;2.67147e-18;2.54845e-32;3.67755e-46;8.0327e-60;2.65758e-73;1.33282e-86;1.01411e-99;1.17176e-112;2.05815e-125;5.50151e-138;2.24061e-150;1.39215e-162;1.32138e-174;1.91875e-186;4.2689e-198;1.45753e-209;7.64994e-221;6.18306e-232;7.71008e-243;1.48616e-253;4.4371e-264;2.05624e-274;1.4823e-284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0176624;1.08483e-05;1.48347e-06
105;101325;3.49473e+25;3.49473e+25;4.76608e+11;0.00962842;2.88233e-16;1.27912e-29;8.4193e-43;8.22411e-56;1.19299e-68;2.57182e-81;8.2462e-94;3.93611e-106;2.79965e-118;2.97045e-130;4.70666e-142;1.11507e-153;3.95505e-165;2.10308e-176;1.67898e-187;2.01549e-198;3.64386e-209;9.93845e-220;4.09656e-230;2.5566e-240;2.4204e-250;3.48303e-260;7.63445e-270;2.55439e-279;1.30709e-288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0181304;1.11162e-05;1.59391e-06
110;101325;3.33588e+25;3.33588e+25;1.94177e+12;0.164465;2.02759e-14;3.63995e-27;9.51972e-40;3.62919e-52;2.01801e-64;1.63784e-76;1.94175e-88;3.36559e-100;8.53647e-112;3.17162e-123;1.72799e-134;1.38216e-145;1.62506e-156;2.81217e-167;7.1726e-178;2.70026e-188;1.50278e-198;1.23836e-208;1.51352e-218;2.74843e-228;7.42906e-238;2.99478e-247;1.80401e-256;1.62725e-265;2.20259e-274;4.48376e-283;1.57246e-291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0185868;1.13778e-05;1.70607e-06
115;101325;3.19084e+25;3.19084e+25;6.98758e+12;2.19056;9.83396e-13;6.32429e-25;5.82915e-37;7.7044e-49;1.46108e-60;3.97835e-72;1.5565e-83;8.75733e-95;7.09174e-106;8.27394e-117;1.39219e-127;3.38217e-138;1.18771e-148;6.03654e-159;4.44635e-169;4.75293e-179;7.38415e-189;1.66989e-198;5.50584e-208;2.65117e-217;1.86764e-226;1.92834e-235;2.9237e-244;6.52227e-253;2.1452e-261;1.04246e-269;7.50101e-278;8.01005e-286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0190323;1.16335e-05;1.81985e-06
120;101325;3.05789e+25;3.05789e+25;2.25593e+13;23.4718;3.44517e-11;7.13646e-23;2.08714e-34;8.62258e-46;5.03491e-57;4.1581e-68;4.86023e-79;8.04672e-90;1.88865e-100;6.29005e-111;2.97549e-121;2.00136e-131;1.91621e-141;2.61478e-151;5.09154e-161;1.41667e-170;5.64028e-180;3.21802e-189;2.63513e-198;3.10199e-207;5.25818e-216;1.28572e-224;4.54324e-233;2.3244e-241;1.72518e-249;1.86131e-257;2.92529e-265;6.71165e-273;2.25304e-280;1.10915e-287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0194678;1.18837e-05;1.93512e-06
125;101325;2.93557e+25;2.93557e+25;6.62035e+13;207.688;9.06589e-10;5.50847e-21;4.66077e-32;5.49414e-43;9.02818e-54;2.06932e-64;6.62031e-75;2.95857e-85;1.84839e-95;1.61583e-105;1.97835e-115;3.39594e-125;8.18151e-135;2.76965e-144;1.31906e-153;8.84922e-163;8.37407e-172;1.11937e-180;2.11669e-189;5.67104e-198;2.1562e-206;1.16538e-214;8.96931e-223;9.84798e-231;1.54543e-238;3.47307e-246;1.11998e-253;5.19331e-261;3.47014e-268;3.34871e-275;4.67764e-282;9.48036e-289;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0198937;1.21288e-05;2.05179e-06
130;101325;2.82267e+25;2.82267e+25;1.78567e+14;1551.58;1.85223e-08;3.0389e-19;6.85504e-30;2.12707e-40;9.0837e-51;5.34209e-61;4.32927e-71;4.83824e-81;7.46227e-91;1.58977e-100;4.6825e-110;1.90864e-119;1.07777e-128;8.44041e-138;9.17797e-147;1.38743e-155;2.91956e-164;8.56367e-173;3.50636e-181;2.00703e-189;1.60852e-197;1.8079e-205;2.8545e-213;6.34235e-221;1.98664e-228;8.78918e-236;5.50276e-243;4.8852e-250;6.1624e-257;1.10689e-263;2.83729e-270;1.04021e-276;5.46715e-283;4.12916e-289;0;0;0;0;0;0;0;0;0;0;0;0.0203109;1.2369e-05;2.16976e-06
135;101325;2.71812e+25;2.71812e+25;4.46873e+14;9972.95;3.02207e-07;1.24385e-17;6.9564e-28;5.28871e-38;5.46874e-48;7.69565e-58;1.47469e-67;3.85084e-77;1.37132e-86;6.66513e-96;4.42533e-105;4.01754e-114;4.99215e-123;8.49946e-132;1.985e-140;6.36664e-149;2.80791e-157;1.7051e-165;1.4276e-173;1.65034e-181;2.63817e-189;5.84076e-197;1.7938e-204;7.65507e-212;4.54724e-219;3.76665e-226;4.35891e-233;7.0608e-240;1.60415e-246;5.12201e-253;2.30333e-259;1.46196e-265;1.31264e-271;1.67103e-277;3.02324e-283;7.79229e-289;0;0;0;0;0;0;0;0;0;0.0207196;1.26046e-05;2.28893e-06
140;101325;2.62105e+25;2.62105e+25;1.04601e+15;56050.7;4.03388e-06;3.9003e-16;5.06841e-26;8.85587e-36;2.08157e-45;6.58559e-55;2.80611e-64;1.61144e-73;1.24808e-82;1.30476e-91;1.84268e-100;3.51877e-109;9.0945e-118;3.18462e-126;1.51251e-134;9.75439e-143;8.55235e-151;1.02071e-158;1.66046e-166;3.68691e-174;1.119e-181;4.64924e-189;2.64849e-196;2.07196e-203;2.22976e-210;3.30663e-217;6.76931e-224;1.91663e-230;7.51972e-237;4.09628e-243;3.10447e-249;3.28021e-255;4.8425e-261;1.00103e-266;2.90421e-272;1.18527e-277;6.82108e-283;5.54883e-288;6.86778e-293;0;0;0;0;0;0;0.0211206;1.28359e-05;2.40922e-06
145;101325;2.53067e+25;2.53067e+25;2.30611e+15;279316;4.49771e-05;9.63161e-15;2.74395e-24;1.04041e-33;5.25287e-43;3.53328e-52;3.16817e-61;3.7894e-70;6.0502e-79;1.29044e-87;3.67985e-96;1.4042e-104;7.17699e-113;4.9181e-121;4.52325e-129;5.58963e-137;9.29181e-145;2.08033e-152;6.28105e-160;2.56083e-167;1.41184e-174;1.05407e-181;1.06731e-188;1.46801e-195;2.74718e-202;7.00638e-209;2.43951e-215;1.16169e-221;7.57985e-228;6.78957e-234;8.36542e-240;1.42061e-245;3.332e-251;1.0817e-256;4.87114e-262;3.04968e-267;2.6606e-272;3.24215e-277;5.53178e-282;1.32481e-286;4.45893e-291;0;0;0;0;0.0215141;1.30631e-05;2.53057e-06
150;101325;2.44631e+25;2.44631e+25;4.81765e+15;1.24914e+06;0.000426524;1.91849e-13;1.13714e-22;8.88555e-32;9.1573e-41;1.24535e-49;2.23614e-58;5.3048e-67;1.66378e-75;6.90395e-84;3.79333e-92;2.76206e-100;2.66765e-108;3.42075e-116;5.8298e-124;1.32187e-131;3.99222e-139;1.60785e-146;8.64601e-154;6.21565e-161;5.98195e-168;7.71777e-175;1.3368e-181;3.11332e-188;9.76434e-195;4.13075e-201;2.36107e-207;1.82658e-213;1.91597e-219;2.73002e-225;5.29407e-231;1.39994e-236;5.05824e-242;2.50239e-247;1.69861e-252;1.58549e-257;2.03954e-262;3.62401e-267;8.91567e-272;3.04414e-276;1.44606e-280;9.58094e-285;8.87649e-289;1.14574e-292;0;0.0219006;1.32864e-05;2.65288e-06
155;101325;2.3674e+25;2.3674e+25;9.58696e+15;5.06629e+06;0.00349461;3.14725e-12;3.702e-21;5.68962e-30;1.14306e-38;3.00334e-47;1.03261e-55;4.64865e-64;2.74196e-72;2.12056e-80;2.15193e-88;2.86781e-96;5.0234e-104;1.15763e-111;3.51317e-119;1.4055e-126;7.42054e-134;5.17623e-141;4.77619e-148;5.8369e-155;9.4598e-162;2.03595e-168;5.82711e-175;2.22113e-181;1.12924e-187;7.66958e-194;6.97007e-200;8.49004e-206;1.38848e-211;3.05425e-217;9.05312e-223;3.6228e-228;1.96104e-233;1.43877e-238;1.43367e-243;1.94435e-248;3.59669e-253;9.0949e-258;3.15095e-262;1.49913e-266;9.81797e-271;8.87242e-275;1.10912e-278;1.92276e-282;4.63459e-286;0.0222804;1.3506e-05;2.77611e-06
160;101325;2.29342e+25;2.29342e+25;1.82562e+16;1.88073e+07;0.0250798;4.33041e-11;9.68456e-20;2.80637e-28;1.05417e-36;5.13556e-45;3.24645e-53;2.66459e-61;2.84138e-69;3.93919e-77;7.10535e-85;1.66882e-92;5.10798e-100;2.03935e-107;1.06305e-114;7.24215e-122;6.45494e-129;7.53543e-136;1.1535e-142;2.31818e-149;6.12411e-156;2.1295e-162;9.7598e-169;5.90405e-175;4.7211e-181;4.99782e-187;7.01526e-193;1.30779e-198;3.24335e-204;1.07191e-209;4.7294e-215;2.79082e-220;2.20675e-225;2.34267e-230;3.34554e-235;6.44031e-240;1.67471e-244;5.89513e-249;2.81529e-253;1.82811e-257;1.61781e-261;1.9558e-265;3.23765e-269;7.35717e-273;2.30068e-276;0.0226539;1.37222e-05;2.90018e-06
165;101325;2.22392e+25;2.22392e+25;3.34023e+16;6.4421e+07;0.159575;5.07819e-10;2.0768e-18;1.09191e-26;7.38347e-35;6.42431e-43;7.19628e-51;1.03837e-58;1.93122e-66;4.63269e-74;1.43441e-81;5.737e-89;2.96637e-96;1.9846e-103;1.71961e-110;1.9316e-117;2.81564e-124;5.33183e-131;1.31312e-137;4.21084e-144;1.76036e-150;9.60628e-157;6.85181e-163;6.39658e-169;7.82712e-175;1.25721e-180;2.65477e-186;7.38147e-192;2.70684e-197;1.31133e-202;8.40706e-208;7.1454e-213;8.06591e-218;1.21154e-222;2.42617e-227;6.49019e-232;2.32396e-236;1.11618e-240;7.20614e-245;6.26724e-249;7.35909e-253;1.16932e-256;2.5201e-260;7.38431e-264;2.94892e-267;0.0230214;1.39349e-05;3.02504e-06
170;101325;2.15851e+25;2.15851e+25;5.8928e+16;2.05064e+08;0.909801;5.14765e-09;3.71544e-17;3.42221e-25;4.02415e-33;6.04382e-41;1.15995e-48;2.84638e-56;8.93592e-64;3.59136e-71;1.84908e-78;1.22055e-85;1.03372e-92;1.12427e-99;1.57159e-106;2.82632e-113;6.54562e-120;1.95424e-126;7.52965e-133;3.74833e-139;2.41369e-145;2.01299e-151;2.1771e-157;3.05753e-163;5.58363e-169;1.32782e-174;4.11796e-180;1.66804e-185;8.83892e-191;6.13714e-196;5.59287e-201;6.7012e-206;1.05752e-210;2.20211e-215;6.06191e-220;2.21022e-224;1.06948e-228;6.88166e-233;5.90061e-237;6.75618e-241;1.03525e-244;2.12758e-248;5.87773e-252;2.18784e-255;1.09984e-258;0.0233832;1.41445e-05;3.15063e-06
175;101325;2.09684e+25;2.09684e+25;1.00557e+17;6.1045e+08;4.69206;4.56734e-08;5.63225e-16;8.80177e-24;1.74381e-31;4.38188e-39;1.39723e-46;5.65662e-54;2.90924e-61;1.902e-68;1.58177e-75;1.67455e-82;2.25844e-89;3.88357e-96;8.52204e-103;2.38861e-109;8.5596e-116;3.92562e-122;2.30658e-128;1.73826e-134;1.68209e-140;2.09262e-146;3.35107e-152;6.91655e-158;1.84243e-163;6.34299e-169;2.82631e-174;1.63236e-179;1.2239e-184;1.19315e-189;1.51487e-194;2.50903e-199;5.43051e-204;1.53867e-208;5.71751e-213;2.7915e-217;1.79419e-221;1.52106e-225;1.70429e-229;2.52903e-233;4.98066e-237;1.3046e-240;4.55487e-244;2.12451e-247;1.32685e-250;0.0237394;1.4351e-05;3.2769e-06
180;101325;2.03859e+25;2.03859e+25;1.66443e+17;1.70902e+09;22.0728;3.58678e-07;7.33528e-15;1.8886e-22;6.12412e-30;2.50214e-37;1.28871e-44;8.37134e-52;6.86251e-59;7.10371e-66;9.29155e-73;1.53673e-79;3.21621e-86;8.52456e-93;2.86384e-99;1.22057e-105;6.60566e-112;4.54403e-118;3.97726e-124;4.43414e-130;6.30385e-136;1.14414e-141;2.65436e-147;7.88116e-153;2.99875e-158;1.46418e-163;9.18675e-169;7.41769e-174;7.71902e-179;1.03683e-183;1.80051e-188;4.04883e-193;1.18097e-197;4.47575e-202;2.20792e-206;1.42028e-210;1.19357e-214;1.31289e-218;1.89394e-222;3.59025e-226;8.96176e-230;2.95174e-233;1.2856e-236;7.42031e-240;5.68847e-243;0.0240905;1.45545e-05;3.4038e-06
185;101325;1.9835e+25;1.9835e+25;2.67894e+17;4.5222e+09;95.4273;2.5179e-06;8.30939e-14;3.43091e-21;1.77305e-28;1.14732e-35;9.30042e-43;9.44924e-50;1.20395e-56;1.92483e-63;3.86397e-70;9.74602e-77;3.09096e-83;1.23359e-89;6.20028e-96;3.92822e-102;3.13993e-108;3.16956e-114;4.04452e-120;6.53098e-126;1.336e-131;3.46615e-137;1.14185e-142;4.78223e-148;2.54951e-153;1.73245e-158;1.50257e-163;1.66566e-168;2.36346e-173;4.29899e-178;1.00395e-182;3.01486e-187;1.16613e-191;5.81931e-196;3.7531e-200;3.13378e-204;3.39383e-208;4.77597e-212;8.74996e-216;2.09106e-219;6.53139e-223;2.67182e-226;1.4344e-229;1.01279e-232;9.42529e-236;0.0244365;1.47553e-05;3.53129e-06
190;101325;1.9313e+25;1.9313e+25;4.20216e+17;1.13606e+10;381.695;1.59411e-05;8.27811e-13;5.34676e-20;4.29691e-27;4.29839e-34;5.35469e-41;8.31109e-48;1.60809e-54;3.881e-61;1.16904e-67;4.39806e-74;2.06798e-80;1.21623e-86;8.95394e-93;8.25867e-99;9.55188e-105;1.38661e-110;2.5289e-116;5.80044e-122;1.67496e-127;6.09599e-133;2.79948e-138;1.62413e-143;1.19183e-148;1.10768e-153;1.30555e-158;1.95411e-163;3.71955e-168;9.01674e-173;2.78791e-177;1.10115e-181;5.56474e-186;3.60394e-190;2.99621e-194;3.20313e-198;4.41112e-202;7.83933e-206;1.80122e-209;5.36085e-213;2.07071e-216;1.04012e-219;6.80776e-223;5.81806e-226;6.50611e-229;0.0247777;1.49534e-05;3.65932e-06
195;101325;1.88178e+25;1.88178e+25;6.4367e+17;2.72047e+10;1420.99;9.17499e-05;7.3249e-12;7.23297e-19;8.83698e-26;1.3364e-32;2.50268e-39;5.80658e-46;1.66997e-52;5.95688e-59;2.63702e-65;1.4497e-71;9.90403e-78;8.41468e-84;8.89801e-90;1.17202e-95;1.9246e-101;3.94368e-107;1.00933e-112;3.22972e-118;1.29344e-123;6.49001e-129;4.0846e-134;3.22821e-139;3.2078e-144;4.01262e-149;6.32677e-154;1.25907e-158;3.16686e-163;1.00817e-167;4.06816e-172;2.08389e-176;1.35718e-180;1.12556e-184;1.19065e-188;1.60919e-192;2.78345e-196;6.17269e-200;1.75818e-203;6.44388e-207;3.04473e-210;1.85825e-213;1.4678e-216;1.50354e-219;2.00141e-222;0.0251143;1.51489e-05;3.78786e-06
200;101325;1.83473e+25;1.83473e+25;9.64529e+17;6.23228e+10;4950.47;0.000483514;5.80832e-11;8.58425e-18;1.5614e-24;3.49669e-31;9.64526e-38;3.27862e-44;1.37407e-50;7.10415e-57;4.53372e-63;3.57367e-69;3.48165e-75;4.19547e-81;6.25791e-87;1.15633e-92;2.64911e-98;7.53135e-104;2.65951e-109;1.16763e-114;6.38001e-120;4.34318e-125;3.68756e-130;3.90937e-135;5.18109e-140;8.5943e-145;1.78658e-149;4.66034e-154;1.5275e-158;6.29961e-163;3.27364e-167;2.1467e-171;1.77905e-175;1.86619e-179;2.48176e-183;4.19095e-187;9.00198e-191;2.46366e-194;8.60606e-198;3.84404e-201;2.19953e-204;1.61527e-207;1.52535e-210;1.8559e-213;2.91522e-216;0.0254465;1.53418e-05;3.91686e-06
205;101325;1.78998e+25;1.78998e+25;1.41623e+18;1.37033e+11;16217.9;0.00234822;4.16072e-10;9.02432e-17;2.39674e-23;7.7975e-30;3.10883e-36;1.51965e-42;9.11208e-49;6.70576e-55;6.06024e-61;6.72995e-67;9.18968e-73;1.54405e-78;3.1946e-84;8.14527e-90;2.56145e-95;9.94333e-101;4.76911e-106;2.82886e-111;2.07721e-116;1.89014e-121;2.13358e-126;2.99095e-131;5.21304e-136;1.13102e-140;3.05831e-145;1.03198e-149;4.35124e-154;2.29556e-158;1.5174e-162;1.25856e-166;1.31172e-170;1.72052e-174;2.84451e-178;5.93704e-182;1.56696e-185;5.2384e-189;2.22195e-192;1.19791e-195;8.22338e-199;7.20124e-202;8.05953e-205;1.15502e-207;2.12369e-210;0.0257744;1.55324e-05;4.0463e-06
210;101325;1.74736e+25;1.74736e+25;2.0406e+18;2.90038e+11;50182.1;0.0105714;2.71216e-09;8.47659e-16;3.22846e-22;1.49898e-28;8.48797e-35;5.86422e-41;4.94571e-47;5.09434e-53;6.41258e-59;9.87025e-65;1.85889e-70;4.28652e-76;1.21115e-81;4.1963e-87;1.78426e-92;9.31829e-98;5.98255e-103;4.72616e-108;4.59854e-113;5.51639e-118;8.16706e-123;1.4939e-127;3.37992e-132;9.46944e-137;3.28925e-141;1.41827e-145;7.60095e-150;5.06983e-154;4.2143e-158;4.37188e-162;5.66822e-166;9.19813e-170;1.87105e-173;4.77835e-177;1.53451e-180;6.2068e-184;3.16737e-187;2.04271e-190;1.66783e-193;1.72707e-196;2.27235e-199;3.80594e-202;8.13011e-205;0.0260982;1.57207e-05;4.17613e-06
215;101325;1.70673e+25;1.70673e+25;2.8891e+18;5.92514e+11;147247;0.0443502;1.6194e-08;7.17035e-15;3.85122e-21;2.51006e-27;1.98596e-33;1.9083e-39;2.22803e-45;3.16239e-51;5.45973e-57;1.14722e-62;2.9357e-68;9.15503e-74;3.48176e-79;1.61603e-84;9.1613e-90;6.34857e-95;5.38246e-100;5.58809e-105;7.11099e-110;1.11021e-114;2.12879e-119;5.01843e-124;1.45608e-128;5.20569e-133;2.2959e-137;1.25065e-141;8.42496e-146;7.02759e-150;7.26822e-154;9.33306e-158;1.49006e-161;2.96203e-165;7.34221e-169;2.27286e-172;8.80043e-176;4.26886e-179;2.5984e-182;1.98797e-185;1.91501e-188;2.32672e-191;3.57195e-194;6.94145e-197;1.71075e-199;0.0264181;1.59068e-05;4.30634e-06
220;101325;1.66794e+25;1.66794e+25;4.02414e+18;1.17115e+12;411211;0.17423;8.91019e-08;5.50148e-14;4.10239e-20;3.69582e-26;4.02413e-32;5.29792e-38;8.43751e-44;1.62636e-49;3.79617e-55;1.07363e-60;3.68137e-66;1.53143e-71;7.73416e-77;4.74546e-82;3.54016e-87;3.21365e-92;3.55279e-97;4.7876e-102;7.87122e-107;1.58037e-111;3.87878e-116;1.16494e-120;4.2859e-125;1.93373e-129;1.07118e-133;7.2937e-138;6.11206e-142;6.3114e-146;8.04126e-150;1.26579e-153;2.46508e-157;5.94765e-161;1.78046e-164;6.62268e-168;3.06557e-171;1.76865e-174;1.27385e-177;1.14722e-180;1.29407e-183;1.83143e-186;3.25765e-189;7.29581e-192;2.06105e-194;0.0267341;1.60907e-05;4.43688e-06
