T;pressure;atom_n;n0;n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n22;n23;n24;n25;n26;n27;n28;n29;n30;n31;n32;n33;n34;n35;n36;n37;n38;n39;n40;n41;n42;n43;n44;n45;n46;n47;thermal_conductivity;shear_viscosity;bulk_viscosity
85;25331.2;2.15851e+24;1.94266e+25;1.44788e+08;1.75334e-09;3.45129e-26;1.10486e-42;5.75584e-59;4.88316e-75;6.75206e-91;1.52304e-106;5.61001e-122;3.37812e-137;3.32941e-152;5.37782e-167;1.42561e-181;6.21155e-196;4.45551e-210;5.27019e-224;1.02983e-237;3.33067e-251;1.78645e-264;1.59237e-277;4.21713e-290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0154158;1.10154e-05;1.71669e-06
90;25331.3;2.03859e+24;1.83473e+25;1.22305e+09;1.28945e-07;2.15092e-23;5.67964e-39;2.37545e-54;1.57469e-69;1.65577e-84;2.76399e-99;7.33195e-114;3.09387e-128;2.07911e-142;2.22783e-156;3.81143e-170;1.04258e-183;4.56669e-197;3.20816e-210;3.62084e-223;6.5771e-236;1.92639e-248;9.11581e-261;6.9836e-273;8.68023e-285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0158976;1.13348e-05;1.87497e-06
95;25331.2;1.9313e+24;1.73817e+25;8.22885e+09;6.01445e-06;6.78931e-21;1.18422e-35;3.19342e-50;1.33222e-64;8.60412e-79;8.61004e-93;1.33617e-106;3.21891e-120;1.20507e-133;7.01907e-147;6.36874e-160;9.01397e-173;1.99291e-185;6.89324e-198;3.73612e-210;3.17843e-222;4.25178e-234;8.95989e-246;2.98027e-257;1.56789e-268;1.30739e-279;1.8578e-290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0163663;1.16454e-05;2.03679e-06
100;25331.2;1.83473e+24;1.65126e+25;4.56353e+10;0.00019053;1.20216e-18;1.1468e-32;1.6549e-46;3.61472e-60;1.19591e-73;5.99768e-87;4.56349e-100;5.27293e-113;9.26169e-126;2.47568e-138;1.00828e-150;6.26468e-163;5.94622e-175;8.63437e-187;1.921e-198;6.5589e-210;3.44247e-221;2.78237e-232;3.46954e-243;6.68772e-254;1.9967e-264;9.25307e-275;6.67034e-285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016823;1.19479e-05;2.20191e-06
105;25331.2;1.74736e+24;1.57263e+25;2.14474e+11;0.00433279;1.29705e-16;5.75605e-30;3.78868e-43;3.70085e-56;5.36845e-69;1.15732e-81;3.71079e-94;1.77125e-106;1.25984e-118;1.3367e-130;2.118e-142;5.01782e-154;1.77977e-165;9.46388e-177;7.5554e-188;9.0697e-199;1.63973e-209;4.4723e-220;1.84345e-230;1.15047e-240;1.08918e-250;1.56736e-260;3.4355e-270;1.14948e-279;5.88188e-289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0172685;1.2243e-05;2.37011e-06
110;25331.3;1.66794e+24;1.50115e+25;8.73794e+11;0.0740091;9.12416e-15;1.63798e-27;4.28388e-40;1.63313e-52;9.08104e-65;7.37028e-77;8.73789e-89;1.51452e-100;3.84141e-112;1.42723e-123;7.77595e-135;6.21972e-146;7.31278e-157;1.26548e-167;3.22767e-178;1.21512e-188;6.76253e-199;5.57262e-209;6.81084e-219;1.23679e-228;3.34308e-238;1.34765e-247;8.11806e-257;7.32262e-266;9.91168e-275;2.01769e-283;7.07607e-292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0177036;1.25311e-05;2.54116e-06
115;25331.2;1.59542e+24;1.43588e+25;3.14441e+12;0.985754;4.42528e-13;2.84593e-25;2.62312e-37;3.46698e-49;6.57486e-61;1.79026e-72;7.00427e-84;3.9408e-95;3.19128e-106;3.72327e-117;6.26487e-128;1.52197e-138;5.34469e-149;2.71644e-159;2.00086e-169;2.13882e-179;3.32287e-189;7.5145e-199;2.47763e-208;1.19303e-217;8.40438e-227;8.67753e-236;1.31567e-244;2.93502e-253;9.65339e-262;4.69105e-270;3.37546e-278;3.60452e-286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018129;1.28127e-05;2.71489e-06
120;25331.2;1.52894e+24;1.37605e+25;1.01517e+13;10.5623;1.55033e-11;3.2114e-23;9.39212e-35;3.88016e-46;2.26571e-57;1.87114e-68;2.1871e-79;3.62102e-90;8.49891e-101;2.83052e-111;1.33897e-121;9.0061e-132;8.62294e-142;1.17665e-151;2.29119e-161;6.375e-171;2.53813e-180;1.44811e-189;1.18581e-198;1.3959e-207;2.36618e-216;5.78575e-225;2.04446e-233;1.04598e-241;7.76333e-250;8.37588e-258;1.31638e-265;3.02024e-273;1.01387e-280;4.99118e-288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0185453;1.30883e-05;2.89111e-06
125;25331.2;1.46779e+24;1.32101e+25;2.97916e+13;93.4597;4.07965e-10;2.47881e-21;2.09734e-32;2.47236e-43;4.06268e-54;9.31192e-65;2.97914e-75;1.33136e-85;8.31774e-96;7.27124e-106;8.90259e-116;1.52817e-125;3.68168e-135;1.24634e-144;5.93575e-154;3.98215e-163;3.76833e-172;5.03716e-181;9.52511e-190;2.55197e-198;9.70292e-207;5.24423e-215;4.03619e-223;4.43159e-231;6.95445e-239;1.56288e-246;5.03991e-254;2.33699e-261;1.56156e-268;1.50692e-275;2.10494e-282;4.26616e-289;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018953;1.33582e-05;3.06965e-06
130;25331.2;1.41133e+24;1.2702e+25;8.03553e+13;698.211;8.33505e-09;1.3675e-19;3.08477e-30;9.57181e-41;4.08766e-51;2.40394e-61;1.94817e-71;2.17721e-81;3.35802e-91;7.15398e-101;2.10713e-110;8.58887e-120;4.84996e-129;3.79818e-138;4.13008e-147;6.24342e-156;1.3138e-164;3.85365e-173;1.57786e-181;9.03163e-190;7.23833e-198;8.13556e-206;1.28453e-213;2.85406e-221;8.93987e-229;3.95513e-236;2.47624e-243;2.19834e-250;2.77308e-257;4.98103e-264;1.27678e-270;4.68093e-277;2.46022e-283;1.85812e-289;0;0;0;0;0;0;0;0;0;0;0;0.0193526;1.36227e-05;3.25038e-06
135;25331.2;1.35906e+24;1.22316e+25;2.01093e+14;4487.83;1.35993e-07;5.59732e-18;3.13038e-28;2.37992e-38;2.46093e-48;3.46304e-58;6.6361e-68;1.73288e-77;6.17095e-87;2.99931e-96;1.9914e-105;1.80789e-114;2.24647e-123;3.82476e-132;8.93249e-141;2.86499e-149;1.26356e-157;7.67297e-166;6.4242e-174;7.42655e-182;1.18718e-189;2.62834e-197;8.07211e-205;3.44478e-212;2.04626e-219;1.69499e-226;1.96151e-233;3.17736e-240;7.21867e-247;2.3049e-253;1.0365e-259;6.5788e-266;5.90687e-272;7.51962e-278;1.36046e-283;3.50653e-289;0;0;0;0;0;0;0;0;0;0.0197447;1.38822e-05;3.43314e-06
140;25331.3;1.31052e+24;1.17947e+25;4.70704e+14;25222.8;1.81525e-06;1.75514e-16;2.28078e-26;3.98514e-36;9.36709e-46;2.96351e-55;1.26275e-64;7.2515e-74;5.61636e-83;5.87143e-92;8.29204e-101;1.58345e-109;4.09252e-118;1.43308e-126;6.8063e-135;4.38948e-143;3.84856e-151;4.59321e-159;7.47208e-167;1.65911e-174;5.03549e-182;2.09216e-189;1.19182e-196;9.3238e-204;1.00339e-210;1.48799e-217;3.04619e-224;8.62484e-231;3.38387e-237;1.84333e-243;1.39701e-249;1.4761e-255;2.17912e-261;4.50466e-267;1.30689e-272;5.33371e-278;3.06949e-283;2.49697e-288;3.0905e-293;0;0;0;0;0;0;0.0201295;1.41369e-05;3.6178e-06
145;25331.3;1.26533e+24;1.1388e+25;1.03775e+15;125692;2.02397e-05;4.33423e-15;1.23478e-24;4.68187e-34;2.36379e-43;1.58998e-52;1.42568e-61;1.70523e-70;2.72259e-79;5.80697e-88;1.65593e-96;6.31892e-105;3.22964e-113;2.21314e-121;2.03546e-129;2.51534e-137;4.18131e-145;9.36147e-153;2.82647e-160;1.15238e-167;6.35326e-175;4.74332e-182;4.80291e-189;6.60606e-196;1.23623e-202;3.15287e-209;1.09778e-215;5.2276e-222;3.41093e-228;3.05531e-234;3.76444e-240;6.39274e-246;1.4994e-251;4.86765e-257;2.19201e-262;1.37236e-267;1.19727e-272;1.45897e-277;2.4893e-282;5.96162e-287;2.00652e-291;0;0;0;0;0.0205075;1.43872e-05;3.80423e-06
150;25331.2;1.22316e+24;1.10084e+25;2.16794e+15;562113;0.000191936;8.63322e-14;5.11715e-23;3.9985e-32;4.12079e-41;5.60406e-50;1.00626e-58;2.38716e-67;7.48699e-76;3.10678e-84;1.707e-92;1.24293e-100;1.20044e-108;1.53934e-116;2.62341e-124;5.94841e-132;1.7965e-139;7.23532e-147;3.8907e-154;2.79704e-161;2.69188e-168;3.473e-175;6.0156e-182;1.40099e-188;4.39395e-195;1.85884e-201;1.06248e-207;8.21959e-214;8.62189e-220;1.22851e-225;2.38233e-231;6.29974e-237;2.27621e-242;1.12607e-247;7.64376e-253;7.13471e-258;9.17792e-263;1.6308e-267;4.01205e-272;1.36986e-276;6.50728e-281;4.31143e-285;3.99442e-289;5.15581e-293;0;0.020879;1.46331e-05;3.99234e-06
155;25331.2;1.1837e+24;1.06533e+25;4.31413e+15;2.27983e+06;0.00157257;1.41626e-12;1.6659e-21;2.56033e-30;5.14375e-39;1.3515e-47;4.64675e-56;2.09189e-64;1.23388e-72;9.54253e-81;9.68369e-89;1.29052e-96;2.26053e-104;5.20935e-112;1.58093e-119;6.32473e-127;3.33924e-134;2.3293e-141;2.14928e-148;2.62661e-155;4.25691e-162;9.1618e-169;2.6222e-175;9.99506e-182;5.08157e-188;3.45131e-194;3.13653e-200;3.82052e-206;6.24817e-212;1.37441e-217;4.0739e-223;1.63026e-228;8.82466e-234;6.47444e-239;6.4515e-244;8.74955e-249;1.61851e-253;4.09271e-258;1.41793e-262;6.74608e-267;4.41809e-271;3.99259e-275;4.99102e-279;8.65244e-283;2.08557e-286;0.0212443;1.4875e-05;4.182e-06
160;25331.2;1.14671e+24;1.03204e+25;8.2153e+15;8.46327e+06;0.0112859;1.94868e-11;4.35805e-20;1.26287e-28;4.74376e-37;2.311e-45;1.4609e-53;1.19907e-61;1.27862e-69;1.77264e-77;3.19741e-85;7.5097e-93;2.29859e-100;9.17709e-108;4.78372e-115;3.25897e-122;2.90472e-129;3.39094e-136;5.19075e-143;1.04318e-149;2.75585e-156;9.58273e-163;4.39191e-169;2.65682e-175;2.1245e-181;2.24902e-187;3.15687e-193;5.88507e-199;1.45951e-204;4.8236e-210;2.12823e-215;1.25587e-220;9.93037e-226;1.0542e-230;1.50549e-235;2.89814e-240;7.53619e-245;2.65281e-249;1.26688e-253;8.22648e-258;7.28016e-262;8.80108e-266;1.45694e-269;3.31073e-273;1.03531e-276;0.0216038;1.5113e-05;4.37311e-06
165;25331.2;1.11196e+24;1.00076e+25;1.5031e+16;2.89894e+07;0.0718089;2.28518e-10;9.34561e-19;4.91357e-27;3.32256e-35;2.89094e-43;3.23833e-51;4.67268e-59;8.69048e-67;2.08471e-74;6.45484e-82;2.58165e-89;1.33487e-96;8.93071e-104;7.73824e-111;8.69218e-118;1.26704e-124;2.39933e-131;5.90904e-138;1.89488e-144;7.92162e-151;4.32283e-157;3.08331e-163;2.87846e-169;3.5222e-175;5.65744e-181;1.19464e-186;3.32166e-192;1.21808e-197;5.901e-203;3.78318e-208;3.21543e-213;3.62966e-218;5.45195e-223;1.09178e-227;2.92059e-232;1.04578e-236;5.02282e-241;3.24276e-245;2.82026e-249;3.31159e-253;5.26195e-257;1.13405e-260;3.32294e-264;1.32701e-267;0.0219576;1.53474e-05;4.56559e-06
170;25331.2;1.07925e+24;9.71329e+24;2.65176e+16;9.22786e+07;0.40941;2.31644e-09;1.67195e-17;1.53999e-25;1.81087e-33;2.71972e-41;5.21975e-49;1.28087e-56;4.02116e-64;1.61611e-71;8.32087e-79;5.49248e-86;4.65175e-93;5.05919e-100;7.07214e-107;1.27185e-113;2.94553e-120;8.79407e-127;3.38834e-133;1.68675e-139;1.08616e-145;9.05847e-152;9.79696e-158;1.37589e-163;2.51263e-169;5.9752e-175;1.85308e-180;7.50618e-186;3.97752e-191;2.76171e-196;2.51679e-201;3.01554e-206;4.75886e-211;9.90949e-216;2.72786e-220;9.94599e-225;4.81265e-229;3.09675e-233;2.65528e-237;3.04028e-241;4.65861e-245;9.57412e-249;2.64498e-252;9.84528e-256;4.94927e-259;0.0223061;1.55782e-05;4.75934e-06
175;25331.2;1.04842e+24;9.43577e+24;4.52508e+16;2.74702e+08;2.11143;2.0553e-08;2.53451e-16;3.9608e-24;7.84713e-32;1.97185e-39;6.28755e-47;2.54548e-54;1.30916e-61;8.55899e-69;7.11798e-76;7.53548e-83;1.0163e-89;1.7476e-96;3.83492e-103;1.07487e-109;3.85182e-116;1.76653e-122;1.03796e-128;7.82217e-135;7.56939e-141;9.4168e-147;1.50798e-152;3.11245e-158;8.29095e-164;2.85434e-169;1.27184e-174;7.34562e-180;5.50755e-185;5.3692e-190;6.8169e-195;1.12907e-199;2.44373e-204;6.924e-209;2.57288e-213;1.25618e-217;8.07384e-222;6.84476e-226;7.66931e-230;1.13806e-233;2.2413e-237;5.87069e-241;2.04969e-244;9.5603e-248;5.97081e-251;0.0226495;1.58056e-05;4.95428e-06
180;25331.3;1.0193e+24;9.17367e+24;7.48995e+16;7.69058e+08;9.93274;1.61405e-07;3.30088e-15;8.49872e-23;2.75585e-30;1.12596e-37;5.79918e-45;3.7671e-52;3.08813e-59;3.19667e-66;4.1812e-73;6.91531e-80;1.4473e-86;3.83605e-93;1.28873e-99;5.49255e-106;2.97255e-112;2.04482e-118;1.78977e-124;1.99536e-130;2.83673e-136;5.14865e-142;1.19446e-147;3.54652e-153;1.34944e-158;6.58881e-164;4.13404e-169;3.33796e-174;3.47356e-179;4.66575e-184;8.10229e-189;1.82197e-193;5.31434e-198;2.01409e-202;9.93562e-207;6.39126e-211;5.37105e-215;5.90801e-219;8.52272e-223;1.61561e-226;4.03279e-230;1.32828e-233;5.78519e-237;3.33914e-240;2.55981e-243;0.0229879;1.60298e-05;5.15034e-06
185;25331.2;9.91748e+23;8.92573e+24;1.20552e+17;2.03499e+09;42.9423;1.13305e-06;3.73923e-14;1.54391e-21;7.9787e-29;5.16293e-36;4.18519e-43;4.25216e-50;5.41776e-57;8.66174e-64;1.73878e-70;4.38571e-77;1.39093e-83;5.55113e-90;2.79013e-96;1.7677e-102;1.41297e-108;1.4263e-114;1.82003e-120;2.93894e-126;6.01202e-132;1.55977e-137;5.13835e-143;2.152e-148;1.14728e-153;7.79603e-159;6.76157e-164;7.49549e-169;1.06356e-173;1.93455e-178;4.51776e-183;1.35669e-187;5.24757e-192;2.61869e-196;1.68889e-200;1.4102e-204;1.52723e-208;2.14919e-212;3.93748e-216;9.40976e-220;2.93913e-223;1.20232e-226;6.45481e-230;4.55756e-233;4.24138e-236;0.0233217;1.62509e-05;5.34744e-06
190;25331.3;9.65649e+23;8.69084e+24;1.89097e+17;5.11227e+09;171.763;7.17351e-06;3.72515e-13;2.40604e-20;1.93361e-27;1.93428e-34;2.40961e-41;3.73999e-48;7.2364e-55;1.74645e-61;5.26069e-68;1.97913e-74;9.30592e-81;5.47303e-87;4.02927e-93;3.7164e-99;4.29834e-105;6.23975e-111;1.138e-116;2.6102e-122;7.53733e-128;2.74319e-133;1.25976e-138;7.3086e-144;5.36326e-149;4.98457e-154;5.875e-159;8.79349e-164;1.6738e-168;4.05753e-173;1.25456e-177;4.95519e-182;2.50413e-186;1.62177e-190;1.3483e-194;1.44141e-198;1.98501e-202;3.5277e-206;8.10549e-210;2.41238e-213;9.3182e-217;4.68054e-220;3.06349e-223;2.61813e-226;2.92775e-229;0.0236509;1.6469e-05;5.5455e-06
195;25331.2;9.40889e+23;8.468e+24;2.89651e+17;1.22421e+10;639.448;4.12875e-05;3.29621e-12;3.25483e-19;3.97664e-26;6.0138e-33;1.12621e-39;2.61296e-46;7.51488e-53;2.6806e-59;1.18666e-65;6.52364e-72;4.45682e-78;3.78661e-84;4.0041e-90;5.27409e-96;8.66069e-102;1.77466e-107;4.54198e-113;1.45337e-118;5.82047e-124;2.9205e-129;1.83807e-134;1.4527e-139;1.44351e-144;1.80568e-149;2.84705e-154;5.66582e-159;1.42509e-163;4.53676e-168;1.83067e-172;9.37751e-177;6.10729e-181;5.06504e-185;5.35794e-189;7.24137e-193;1.25255e-196;2.77771e-200;7.91179e-204;2.89975e-207;1.37013e-210;8.36213e-214;6.60512e-217;6.76592e-220;9.00635e-223;0.0239758;1.66843e-05;5.74448e-06
200;25331.3;9.17367e+23;8.2563e+24;4.34038e+17;2.80453e+10;2227.71;0.000217581;2.61374e-11;3.86291e-18;7.02631e-25;1.57351e-31;4.34037e-38;1.47538e-44;6.18334e-51;3.19687e-57;2.04017e-63;1.60815e-69;1.56674e-75;1.88796e-81;2.81606e-87;5.20347e-93;1.1921e-98;3.38911e-104;1.19678e-109;5.25432e-115;2.871e-120;1.95443e-125;1.6594e-130;1.75922e-135;2.33149e-140;3.86744e-145;8.03959e-150;2.09715e-154;6.87375e-159;2.83482e-163;1.47314e-167;9.66016e-172;8.00574e-176;8.39784e-180;1.11679e-183;1.88593e-187;4.05089e-191;1.10865e-194;3.87273e-198;1.72982e-201;9.89787e-205;7.26872e-208;6.86408e-211;8.35156e-214;1.31185e-216;0.0242964;1.68969e-05;5.9443e-06
205;25331.2;8.94992e+23;8.05493e+24;6.37304e+17;6.16647e+10;7298.04;0.0010567;1.87233e-10;4.06094e-17;1.07853e-23;3.50887e-30;1.39897e-36;6.83844e-43;4.10043e-49;3.01759e-55;2.72711e-61;3.02848e-67;4.13536e-73;6.94822e-79;1.43757e-84;3.66537e-90;1.15265e-95;4.4745e-101;2.1461e-106;1.27299e-111;9.34747e-117;8.50561e-122;9.60111e-127;1.34593e-131;2.34587e-136;5.0896e-141;1.37624e-145;4.64393e-150;1.95806e-154;1.033e-158;6.82832e-163;5.6635e-167;5.90273e-171;7.74236e-175;1.28003e-178;2.67167e-182;7.05133e-186;2.35728e-189;9.99876e-193;5.3906e-196;3.70052e-199;3.24056e-202;3.62679e-205;5.19757e-208;9.55662e-211;0.0246131;1.71068e-05;6.14491e-06
210;25331.2;8.73682e+23;7.86314e+24;9.18269e+17;1.30517e+11;22581.9;0.00475713;1.22047e-09;3.81447e-16;1.45281e-22;6.74542e-29;3.81958e-35;2.6389e-41;2.22557e-47;2.29245e-53;2.88566e-59;4.44161e-65;8.36499e-71;1.92894e-76;5.45019e-82;1.88834e-87;8.02915e-93;4.19323e-98;2.69215e-103;2.12677e-108;2.06934e-113;2.48238e-118;3.67518e-123;6.72254e-128;1.52096e-132;4.26125e-137;1.48016e-141;6.38222e-146;3.42043e-150;2.28142e-154;1.89643e-158;1.96735e-162;2.5507e-166;4.13916e-170;8.41973e-174;2.15026e-177;6.90529e-181;2.79306e-184;1.42532e-187;9.19221e-191;7.50523e-194;7.77181e-197;1.02256e-199;1.71267e-202;3.65855e-205;0.0249258;1.73142e-05;6.34625e-06
215;25331.2;8.53364e+23;7.68028e+24;1.30009e+18;2.66631e+11;66261.2;0.0199576;7.28728e-09;3.22666e-15;1.73305e-21;1.12953e-27;8.93681e-34;8.58735e-40;1.00261e-45;1.42307e-51;2.45688e-57;5.16247e-63;1.32106e-68;4.11976e-74;1.56679e-79;7.27215e-85;4.12259e-90;2.85686e-95;2.42211e-100;2.51464e-105;3.19995e-110;4.99596e-115;9.57956e-120;2.25829e-124;6.55237e-129;2.34256e-133;1.03316e-137;5.62793e-142;3.79123e-146;3.16242e-150;3.2707e-154;4.19987e-158;6.70525e-162;1.33291e-165;3.30399e-169;1.02279e-172;3.96019e-176;1.92099e-179;1.16928e-182;8.94589e-186;8.61753e-189;1.04702e-191;1.60738e-194;3.12365e-197;7.69837e-200;0.0252349;1.75191e-05;6.54828e-06
220;25331.3;8.3397e+23;7.50572e+24;1.81086e+18;5.27016e+11;185045;0.0784034;4.00959e-08;2.47567e-14;1.84607e-20;1.66312e-26;1.81086e-32;2.38407e-38;3.79688e-44;7.31861e-50;1.70828e-55;4.83133e-61;1.65662e-66;6.89142e-72;3.48037e-77;2.13546e-82;1.59307e-87;1.44614e-92;1.59875e-97;2.15442e-102;3.54205e-107;7.11164e-112;1.74545e-116;5.24221e-121;1.92866e-125;8.70179e-130;4.82029e-134;3.28217e-138;2.75043e-142;2.84013e-146;3.61857e-150;5.69605e-154;1.10929e-157;2.67644e-161;8.01206e-165;2.98021e-168;1.37951e-171;7.95893e-175;5.73232e-178;5.16251e-181;5.82333e-184;8.24146e-187;1.46594e-189;3.28311e-192;9.27472e-195;0.0255403;1.77216e-05;6.75094e-06
