T;pressure;atom_n;n0;n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n22;n23;n24;n25;n26;n27;n28;n29;n30;n31;n32;n33;n34;n35;n36;n37;n38;n39;n40;n41;n42;n43;n44;n45;n46;n47;thermal_conductivity;shear_viscosity;bulk_viscosity
5;101325;4.40336e+26;1.02745e+27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00189191;2.55387e-06;1.10044e-08
10;101325;2.20168e+26;5.13725e+26;1.33531e-119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0038828;3.61172e-06;3.95853e-08
15;101325;1.46779e+26;3.42484e+26;3.00521e-71;4.12696e-167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00539752;4.42344e-06;8.21403e-08
20;101325;1.10084e+26;2.56863e+26;4.14121e-47;5.25345e-119;5.25335e-190;4.10854e-260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00662901;5.10775e-06;1.36428e-07
25;101325;8.80672e+25;2.0549e+26;1.19876e-32;3.64238e-90;5.7727e-147;4.78061e-203;2.07306e-258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0076842;5.71063e-06;2.00896e-07
30;101325;7.33893e+25;1.71242e+26;5.07256e-23;5.94436e-71;2.75909e-118;5.07988e-165;3.71645e-211;1.08261e-256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00861977;6.25569e-06;2.74364e-07
35;101325;6.29051e+25;1.46779e+26;3.72311e-16;3.06964e-57;8.23483e-98;7.1971e-138;2.05234e-177;1.91288e-216;5.83891e-255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00946841;6.75691e-06;3.55887e-07
40;101325;5.5042e+25;1.28431e+26;5.15684e-11;5.80821e-47;1.8367e-82;1.6325e-117;4.08375e-152;2.87951e-186;5.73299e-220;3.22916e-253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0102506;7.22344e-06;4.44673e-07
45;101325;4.89262e+25;1.14161e+26;5.07298e-07;5.63874e-39;1.569e-70;1.09399e-101;1.91366e-132;8.40931e-163;9.29762e-193;2.59087e-222;1.82311e-251;3.22124e-280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0109798;7.66162e-06;5.4005e-07
50;101325;4.40336e+25;1.02745e+26;0.00078475;1.36791e-32;5.44572e-61;4.95572e-89;1.03198e-116;4.92355e-144;5.38926e-171;1.35549e-197;7.84739e-224;1.04769e-249;3.23229e-275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0116657;8.07606e-06;6.41431e-07
55;101325;4.00305e+25;9.34046e+25;0.316476;2.27035e-27;3.45071e-53;1.11208e-78;7.6067e-104;1.10552e-128;3.41817e-153;2.2516e-177;3.16472e-201;9.5076e-225;6.11652e-248;8.44328e-271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0123153;8.47024e-06;7.48305e-07
60;101325;3.66947e+25;8.56209e+25;46.6003;5.04461e-23;1.08682e-46;4.66339e-70;3.98877e-93;6.80787e-116;2.32124e-138;1.58316e-160;2.16297e-182;5.92889e-204;3.26616e-225;3.6228e-246;8.10686e-267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0129338;8.84688e-06;8.60216e-07
65;101325;3.3872e+25;7.90347e+25;3163.02;2.38807e-19;3.40322e-41;9.16073e-63;4.66142e-84;4.4881e-105;8.1851e-126;2.83088e-146;1.85921e-166;2.32206e-186;5.52384e-206;2.50709e-225;2.17497e-244;3.61365e-263;1.15226e-281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0135253;9.20812e-06;9.76759e-07
70;101325;3.14526e+25;7.33893e+25;116884;3.35618e-16;1.73832e-36;1.6251e-56;2.74427e-76;8.3781e-96;4.62879e-115;4.63311e-134;8.41188e-153;2.77404e-171;1.66406e-189;1.81863e-207;3.62728e-225;1.32271e-242;8.8357e-260;1.08342e-276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0140931;9.55572e-06;1.09757e-06
75;101325;2.93557e+25;6.84967e+25;2.65654e+06;1.78594e-13;2.08225e-32;4.21276e-51;1.48005e-69;9.0368e-88;9.59802e-106;1.77511e-123;5.72329e-141;3.22096e-158;3.16837e-175;5.45558e-192;1.64698e-208;8.73201e-225;8.14524e-241;1.33934e-256;3.89004e-272;1.90069e-287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0146399;9.89111e-06;1.22232e-06
80;101325;2.7521e+25;6.42157e+25;4.06909e+07;4.31844e-11;7.67936e-29;2.28946e-46;1.14508e-63;9.61534e-81;1.35674e-97;3.21996e-114;1.28675e-130;8.66835e-147;9.85677e-163;1.89448e-178;6.16376e-194;3.40013e-209;3.18547e-224;5.07762e-239;1.37969e-253;6.40339e-268;5.08697e-282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0151677;1.02155e-05;1.35072e-06
85;101325;2.59021e+25;6.04383e+25;4.50451e+08;5.45483e-09;1.07373e-25;3.43733e-42;1.79071e-58;1.51921e-74;2.10064e-90;4.73835e-106;1.74534e-121;1.05097e-136;1.03582e-151;1.6731e-166;4.43523e-181;1.93248e-195;1.38616e-209;1.63961e-223;3.20391e-237;1.03621e-250;5.55784e-264;4.95404e-277;1.31199e-289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0156786;1.05299e-05;1.4825e-06
90;101325;2.44631e+25;5.70806e+25;3.80505e+09;4.01162e-07;6.69177e-23;1.767e-38;7.39028e-54;4.89902e-69;5.15128e-84;8.59909e-99;2.28105e-113;9.62538e-128;6.46836e-142;6.93103e-156;1.18578e-169;3.24359e-183;1.42075e-196;9.98095e-210;1.12648e-222;2.04621e-235;5.99322e-248;2.83603e-260;2.17268e-272;2.70052e-284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0161739;1.08352e-05;1.6174e-06
95;101325;2.31756e+25;5.40763e+25;2.56009e+10;1.87116e-05;2.11223e-20;3.68424e-35;9.93507e-50;4.14467e-64;2.67684e-78;2.67868e-92;4.15698e-106;1.00144e-119;3.74911e-133;2.18371e-146;1.98139e-159;2.80435e-172;6.20016e-185;2.14456e-197;1.16235e-209;9.88846e-222;1.32278e-233;2.78752e-245;9.27196e-257;4.87788e-268;4.06742e-279;5.77983e-290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0166551;1.11321e-05;1.75521e-06
100;101325;2.20168e+25;5.13725e+25;1.41976e+11;0.000592761;3.74005e-18;3.56783e-32;5.14857e-46;1.12458e-59;3.72062e-73;1.86594e-86;1.41975e-99;1.64047e-112;2.88142e-125;7.70211e-138;3.13686e-150;1.94901e-162;1.84993e-174;2.68625e-186;5.97646e-198;2.04055e-209;1.07099e-220;8.65628e-232;1.07941e-242;2.08062e-253;6.21194e-264;2.87873e-274;2.07522e-284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0171232;1.14213e-05;1.89572e-06
105;101325;2.09684e+25;4.89262e+25;6.67251e+11;0.0134798;4.03527e-16;1.79077e-29;1.1787e-42;1.15137e-55;1.67018e-68;3.60054e-81;1.15447e-93;5.51056e-106;3.91951e-118;4.15863e-130;6.58932e-142;1.5611e-153;5.53707e-165;2.94432e-176;2.35057e-187;2.82169e-198;5.1014e-209;1.39138e-219;5.73518e-230;3.57925e-240;3.38855e-250;4.87624e-260;1.06882e-269;3.57615e-279;1.82992e-288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0175794;1.17033e-05;2.03874e-06
110;101325;2.00153e+25;4.67023e+25;2.71847e+12;0.230251;2.83863e-14;5.09592e-27;1.33276e-39;5.08086e-52;2.82521e-64;2.29298e-76;2.71845e-88;4.71183e-100;1.19511e-111;4.44027e-123;2.41918e-134;1.93503e-145;2.27509e-156;3.93704e-167;1.00416e-177;3.78037e-188;2.1039e-198;1.7337e-208;2.11893e-218;3.84781e-228;1.04007e-237;4.19269e-247;2.52562e-256;2.27815e-265;3.08363e-274;6.27727e-283;2.20144e-291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0180243;1.19787e-05;2.18409e-06
115;101325;1.9145e+25;4.46718e+25;9.78262e+12;3.06679;1.37675e-12;8.85401e-25;8.16081e-37;1.07862e-48;2.04551e-60;5.56969e-72;2.17911e-83;1.22603e-94;9.92844e-106;1.15835e-116;1.94907e-127;4.73503e-138;1.66279e-148;8.45115e-159;6.22489e-169;6.65411e-179;1.03378e-188;2.33785e-198;7.70817e-208;3.71164e-217;2.6147e-226;2.69968e-235;4.09319e-244;9.13118e-253;3.00328e-261;1.45944e-269;1.05014e-277;1.12141e-285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0184589;1.22479e-05;2.33162e-06
120;101325;1.83473e+25;4.28104e+25;3.1583e+13;32.8605;4.82324e-11;9.99104e-23;2.92199e-34;1.20716e-45;7.04887e-57;5.82134e-68;6.80432e-79;1.12654e-89;2.64411e-100;8.80606e-111;4.16568e-121;2.8019e-131;2.68269e-141;3.66069e-151;7.12816e-161;1.98333e-170;7.89639e-180;4.50523e-189;3.68918e-198;4.34279e-207;7.36145e-216;1.80001e-224;6.36053e-233;3.25417e-241;2.41526e-249;2.60583e-257;4.09541e-265;9.39631e-273;3.15426e-280;1.55281e-287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0188838;1.25114e-05;2.48119e-06
125;101325;1.76134e+25;4.1098e+25;9.26849e+13;290.763;1.26922e-09;7.71186e-21;6.52507e-32;7.6918e-43;1.26394e-53;2.89704e-64;9.26844e-75;4.142e-85;2.58774e-95;2.26216e-105;2.7697e-115;4.75431e-125;1.14541e-134;3.87751e-144;1.84668e-153;1.23889e-162;1.17237e-171;1.56712e-180;2.96337e-189;7.93946e-198;3.01869e-206;1.63154e-214;1.2557e-222;1.37872e-230;2.16361e-238;4.8623e-246;1.56797e-253;7.27064e-261;4.85819e-268;4.68819e-275;6.54869e-282;1.32725e-288;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0192996;1.27694e-05;2.63264e-06
130;101325;1.6936e+25;3.95173e+25;2.49994e+14;2172.21;2.59313e-08;4.25445e-19;9.59705e-30;2.9779e-40;1.27172e-50;7.47893e-61;6.06098e-71;6.77354e-81;1.04472e-90;2.22568e-100;6.5555e-110;2.67209e-119;1.50888e-128;1.18166e-137;1.28492e-146;1.9424e-155;4.08738e-164;1.19891e-172;4.9089e-181;2.80984e-189;2.25193e-197;2.53106e-205;3.99631e-213;8.87929e-221;2.78129e-228;1.23049e-235;7.70386e-243;6.83928e-250;8.62736e-257;1.54965e-263;3.9722e-270;1.45629e-276;7.65401e-283;5.78082e-289;0;0;0;0;0;0;0;0;0;0;0;0.0197069;1.30222e-05;2.78585e-06
135;101325;1.63087e+25;3.80537e+25;6.25622e+14;13962.1;4.23089e-07;1.74139e-17;9.73895e-28;7.40419e-38;7.65623e-48;1.07739e-57;2.06456e-67;5.39117e-77;1.91985e-86;9.33119e-96;6.19547e-105;5.62456e-114;6.98902e-123;1.18992e-131;2.779e-140;8.91329e-149;3.93108e-157;2.38715e-165;1.99864e-173;2.31048e-181;3.69344e-189;8.17706e-197;2.51132e-204;1.07171e-211;6.36614e-219;5.2733e-226;6.10248e-233;9.88512e-240;2.24581e-246;7.17081e-253;3.22466e-259;2.04674e-265;1.83769e-271;2.33944e-277;4.23253e-283;1.09092e-288;0;0;0;0;0;0;0;0;0;0.0201062;1.32703e-05;2.94071e-06
140;101325;1.57263e+25;3.66947e+25;1.46441e+15;78471;5.64743e-06;5.46043e-16;7.09577e-26;1.23982e-35;2.9142e-45;9.21982e-55;3.92856e-64;2.25602e-73;1.74731e-82;1.82667e-91;2.57975e-100;4.92628e-109;1.27323e-117;4.45846e-126;2.11751e-134;1.36561e-142;1.19733e-150;1.429e-158;2.32465e-166;5.16167e-174;1.5666e-181;6.50894e-189;3.70788e-196;2.90074e-203;3.12167e-210;4.62929e-217;9.47703e-224;2.68328e-230;1.05276e-236;5.73479e-243;4.34625e-249;4.5923e-255;6.77949e-261;1.40145e-266;4.06589e-272;1.65938e-277;9.54952e-283;7.76836e-288;9.6149e-293;0;0;0;0;0;0;0.0204979;1.35138e-05;3.09711e-06
145;101325;1.5184e+25;3.54293e+25;3.22855e+15;391043;6.29679e-05;1.34843e-14;3.84153e-24;1.45658e-33;7.35401e-43;4.94659e-52;4.43544e-61;5.30516e-70;8.47027e-79;1.80661e-87;5.1518e-96;1.96589e-104;1.00478e-112;6.88534e-121;6.33255e-129;7.82549e-137;1.30085e-144;2.91246e-152;8.79347e-160;3.58517e-167;1.97657e-174;1.4757e-181;1.49424e-188;2.05522e-195;3.84606e-202;9.80894e-209;3.41531e-215;1.62636e-221;1.06118e-227;9.5054e-234;1.17116e-239;1.98885e-245;4.6648e-251;1.51438e-256;6.8196e-262;4.26955e-267;3.72484e-272;4.53901e-277;7.74449e-282;1.85473e-286;6.2425e-291;0;0;0;0;0.0208825;1.3753e-05;3.25494e-06
150;101325;1.46779e+25;3.42484e+25;6.74471e+15;1.74879e+06;0.000597133;2.68589e-13;1.592e-22;1.24398e-31;1.28202e-40;1.74348e-49;3.1306e-58;7.42672e-67;2.32929e-75;9.66552e-84;5.31066e-92;3.86689e-100;3.73471e-108;4.78906e-116;8.16172e-124;1.85062e-131;5.58911e-139;2.25099e-146;1.21044e-153;8.70191e-161;8.37473e-168;1.08049e-174;1.87152e-181;4.35865e-188;1.36701e-194;5.78305e-201;3.3055e-207;2.55721e-213;2.68236e-219;3.82203e-225;7.4117e-231;1.95992e-236;7.08154e-242;3.50334e-247;2.37806e-252;2.21969e-257;2.85535e-262;5.07361e-267;1.24819e-271;4.2618e-276;2.02449e-280;1.34133e-284;1.24271e-288;1.60403e-292;0;0.0212603;1.39881e-05;3.41411e-06
155;101325;1.42044e+25;3.31436e+25;1.34217e+16;7.0928e+06;0.00489245;4.40615e-12;5.1828e-21;7.96547e-30;1.60028e-38;4.20468e-47;1.44566e-55;6.50811e-64;3.83875e-72;2.96879e-80;3.0127e-88;4.01494e-96;7.03275e-104;1.62069e-111;4.91844e-119;1.96769e-126;1.03888e-133;7.24672e-141;6.68666e-148;8.17166e-155;1.32437e-161;2.85034e-168;8.15796e-175;3.10958e-181;1.58093e-187;1.07374e-193;9.7581e-200;1.1886e-205;1.94388e-211;4.27594e-217;1.26744e-222;5.07192e-228;2.74545e-233;2.01427e-238;2.00713e-243;2.72208e-248;5.03537e-253;1.27329e-257;4.41133e-262;2.09878e-266;1.37452e-270;1.24214e-274;1.55276e-278;2.69187e-282;6.48843e-286;0.0216316;1.42194e-05;3.57452e-06
